id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,,,rand_num,omset_outlier,omset_trim,,aset_baru,aset_baru_2
28828709,UD. Vidi Siang Pasha,Fashion,23,3,7441493,8008070,Bukalapak,514,Belum Terdaftar,2023,38609446,78000000,514,,,0.379679866,8008070,8008070,,2815725,7441493.191
28828710,UD. Eni Lempung,Perusahaan,31,90,6443611,8772317,Tokopedia,596,Belum Terdaftar,2022,1603232,363000000,596,,,0.160096147,8772317,8772317,,3289074,6443610.609
28828711,UD. Rian Trisaktiatma Elyas,Fashion,9,76,5168455,8466785,Lazada,361,Belum Terdaftar,2011,29854278,255000000,361,,,0.749598976,8466785,8466785,,16514105,5168454.691
28828712,UD. Mega Kencana Qiana,Makanan & Minuman,8,31,7188498,9111915,Website Sendiri,867,Belum Terdaftar,2005,-1669961,117000000,867,,,0.064946805,9111915,9111915,,3144668,7188497.714
28828713,UD. Mario Ayodya,Makanan & Minuman,38,8,5750103,9311148,Shopee,328,Belum Terdaftar,2009,38252975,138000000,328,,,0.129156988,9311148,9311148,,12303868,5750102.68
28828714,UD. Oki Bima,Perusahaan,2,88,2923333,8480894,Bukalapak,938,Belum Terdaftar,2006,6302389,270000000,938,,,0.665117105,8480894,8480894,,7978821,2923333.057
28828715,UD. Isna Sunardi,Makanan & Minuman,98,56,4600758,9890766,Lazada,69,Belum Terdaftar,2002,-1271284,462000000,69,,,0.730515239,9890766,9890766,,11041195,4600757.639
28828716,UD. Rangga Gandewa,Perusahaan,68,66,5538730,8361074,Bukalapak,686,Belum Terdaftar,2004,31920524,402000000,686,,,0.399320301,8361074,8361074,,9864406,5538730.383
28828717,UD. Vina Lingga,Fashion,6,38,9398142,9655495,Tokopedia,916,Belum Terdaftar,2019,35150082,,916,,,0.171603484,9655495,9655495,,22013709,9398141.71
28828718,UD. Priska Utamaindah,Makanan & Minuman,11,39,2545197,8921136,Bukalapak,669,Belum Terdaftar,2016,9744598,150000000,669,,,0.129625656,8921136,8921136,,12583086,2545197.28
28828719,UD. Habib Wicaksana Heri,Makanan & Minuman,22,15,4514153,9015917,Website Sendiri,726,Belum Terdaftar,2022,25734881,111000000,726,,,0.840565124,9015917,9015917,,4957621,4514152.768
28828720,UD. Tasya Sejahtera,Makanan & Minuman,88,80,5062272,8328592,Website Sendiri,427,Belum Terdaftar,2000,26047820,504000000,427,,,0.631551381,8328592,8328592,,11668885,5062271.577
28828721,UD. Barokah Jayengprana,Fashion,62,90,13395069,9249414,Tokopedia,709,Belum Terdaftar,2019,10872580,456000000,709,,,0.894586021,9249414,9249414,,4829149,6197107.38
28828722,UD. Yani Raharja Ulil,Makanan & Minuman,16,9,6251373,9086049,unknown,874,Belum Terdaftar,2007,5162809,75000000,874,,,0.057223826,9086049,9086049,,5344455,6251372.805
28828723,UD. Vera Citra,Perusahaan,77,52,3554554,8006831,Shopee,323,Belum Terdaftar,2013,44001805,387000000,323,,,0.962550974,8006831,8006831,,637444,3554553.899
28828724,UD. Xenia Manunggal,Makanan & Minuman,98,64,4870238,8581868,Lazada,692,Belum Terdaftar,2012,21906944,486000000,692,,,0.274124767,8581868,8581868,,14476924,4870237.535
28828725,UD. Ulya Jayeng,Makanan & Minuman,63,49,9500050,9862413,Bukalapak,205,Belum Terdaftar,2011,28874725,336000000,205,,,0.109722213,9862413,9862413,,10266776,9500050.031
28828726,UD. Pandu Bijaksana,Fashion,64,28,13707979,9091405,Tokopedia,575,Belum Terdaftar,2024,22657029,276000000,575,,,0.775867534,9091405,9091405,,5091673,2818335.55
28828727,UD. Agus Asmaralaya,Makanan & Minuman,85,17,6546894,8865877,Lazada,465,Belum Terdaftar,2024,16117877,306000000,465,,,0.929072733,8865877,8865877,,8488284,6546893.761
28828728,UD. Halimah Agastya,Perusahaan,27,51,2596229,8408148,Tokopedia,123,Belum Terdaftar,2023,23411396,234000000,123,,,0.716678231,8408148,8408148,,7298923,2596229.399
28828729,UD. Jay Kusen Umi,Makanan & Minuman,57,31,12485740,19720189,Tokopedia,453,Belum Terdaftar,2004,13093020,264000000,453,,,0.099005456,19720189,19720189,,8325970,12485740.06
28828730,UD. Qira Wiraatmaja,Perusahaan,86,32,8983854,18465531,Shopee,788,Belum Terdaftar,2021,13664268,354000000,788,,,0.140564076,18465531,18465531,,6554579,8983853.966
28828731,UD. Cakra Bahagia Aldo,Fashion,17,85,12666663,18911419,Website Sendiri,203,Belum Terdaftar,2009,9039182,306000000,203,,,0.879966874,18911419,18911419,,14163164,12666662.86
28828732,UD. Ucup Pusaka,Fashion,43,10,6507595,18321904,Lazada,31,Belum Terdaftar,2008,2370914,159000000,31,,,0.569643829,18321904,18321904,,2837932,6507595.026
28828733,UD. Wesly Hastinapura,Makanan & Minuman,63,28,8125859,19863250,Shopee,13,Belum Terdaftar,2009,36960569,273000000,13,,,0.369335482,19863250,19863250,,10712721,8125859.251
,UD. Jasmine Saputra,Makanan & Minuman,36,19,5230045,18649522,Website Sendiri,51,Belum Terdaftar,2000,23831918,165000000,51,,,0.208805038,18649522,18649522,,6367076,5230044.952
28828735,UD. Widi Saputrautama Leni,Fashion,2,21,12499926,18275979,Tokopedia,482,Belum Terdaftar,2004,12814913,69000000,482,,,0.539875167,18275979,18275979,,15933388,12499925.99
28828736,UD. Jafar Harmoni,Makanan & Minuman,13,95,6390714,19567328,Shopee,573,Belum Terdaftar,2023,-145696,324000000,573,,,0.678573606,19567328,19567328,,1309102,6390713.972
28828737,UD. Riyan Wirajaya,Perusahaan,6,71,5028277,19376164,Website Sendiri,565,Belum Terdaftar,2018,31230519,231000000,565,,,0.824817092,19376164,19376164,,15696461,5028277.094
28828738,UD. Nisa Tunggal,Makanan & Minuman,16,85,6830954,18774633,Website Sendiri,263,Belum Terdaftar,2005,11028434,303000000,263,,,0.748519025,18774633,18774633,,2716477,6830953.853
28828739,UD. Balqis Jagadmaya,Perusahaan,69,14,6250378,19190928,Shopee,891,Belum Terdaftar,2008,12855526,249000000,891,,,0.07695597,19190928,19190928,,8524647,6250378.14
28828740,UD. Elva Manggala Tono,Makanan & Minuman,82,34,6562434,19889463,Bukalapak,920,Belum Terdaftar,2011,29836017,,920,,,0.256027322,19889463,19889463,,16192399,6562434.418
28828741,UD. Celsi Jagad Esa,Fashion,78,79,5299661,19622728,Shopee,597,Belum Terdaftar,2007,-652105,471000000,597,,,0.764436321,19622728,19622728,,16632701,5299660.888
28828742,UD. Jihan Pancasila,Fashion,38,92,13443160,18299428,Tokopedia,874,Belum Terdaftar,2005,16560590,390000000,874,,,0.350137106,18299428,18299428,,13975269,13443159.7
28828743,UD. Ilmi Bersemi,Fashion,4,33,6189360,19711443,Bukalapak,425,Belum Terdaftar,2017,30921925,111000000,425,,,0.726545952,19711443,19711443,,1214855,6189359.713
28828744,UD. Krisna Padi,Fashion,78,19,10605010,19979295,,79,Belum Terdaftar,2003,1299474,291000000,79,,,0.656259642,19979295,19979295,,16946587,10605009.75
28828745,UD. Pandu Gemilang,Fashion,51,76,7877866,16443788,Website Sendiri,116,Belum Terdaftar,2006,34456847,381000000,116,,,0.003177908,16443788,16443788,,7767482,7877865.529
28828746,UD. Livia Buana,Fashion,25,55,6256940,18067821,Lazada,266,Belum Terdaftar,2024,36327963,240000000,266,,,0.94208094,18067821,18067821,,15884974,6256940.031
28828747,UD. Obed Siang Mega,Perusahaan,38,50,14503971,19863594,Shopee,495,Belum Terdaftar,2009,47069936,264000000,495,,,0.432417788,19863594,19863594,,14201860,14503970.9
28828748,UD. Hana Baswara,Makanan & Minuman,44,76,13028103,18029697,Website Sendiri,625,Belum Terdaftar,2006,38677946,360000000,625,,,0.035109524,18029697,18029697,,19894004,13028103.4
28828749,UD. Dora Galuh,Makanan & Minuman,76,94,6836552,18740254,Shopee,239,Belum Terdaftar,2013,31252048,510000000,239,,,0.798314038,18740254,18740254,,18374965,6836552.026
28828750,UD. Mila Anugerah Zainab,Fashion,30,84,7647442,18791614,Tokopedia,541,Belum Terdaftar,2007,-4772491,342000000,541,,,0.071939396,18791614,18791614,,17128856,7647442.421
28828751,UD. Ziva Malam,Fashion,76,49,7543944,18606164,,757,Belum Terdaftar,2014,22143930,375000000,757,,,0.645280759,18606164,18606164,,5987852,7543944.172
28828752,UD. Eni Jayeng,Perusahaan,22,29,11530915,19938496,Website Sendiri,123,Belum Terdaftar,2006,31129352,153000000,123,,,0.550811674,19938496,19938496,,18655204,11530915.29
28828753,UD. Juli Elok,Perusahaan,39,24,5861922,19422620,Website Sendiri,334,Belum Terdaftar,2020,36922790,189000000,334,,,0.478314238,19422620,19422620,,9519002,5861921.519
28828754,UD. Echa Bahari,Makanan & Minuman,31,93,7194035,19679457,Bukalapak,558,Belum Terdaftar,2020,2997066,372000000,558,,,0.033090171,19679457,19679457,,9515660,7194035.23
28828755,UD. Lea Trisakti,Perusahaan,3,73,9072530,18883842,Tokopedia,369,Belum Terdaftar,2013,18642274,228000000,369,,,0.911104039,18883842,18883842,,6232238,9072530.027
28828756,UD. Salwa Ceria,Fashion,80,70,12625039,18180569,Lazada,188,Belum Terdaftar,2024,-6404096,450000000,188,,,0.88404265,18180569,18180569,,15841541,12625039.07
28828757,UD. Budi Darma,Makanan & Minuman,83,97,6084013,18541998,Tokopedia,11,Belum Terdaftar,2000,31671589,540000000,11,,,0.92377104,18541998,18541998,,8379620,6084013.059
28828758,UD. Jihan Karya,Fashion,45,3,5164321,18849210,Tokopedia,599,Belum Terdaftar,2006,161676,144000000,599,,,0.525087014,18849210,18849210,,1633927,5164320.593
28828759,UD. Damar Adikara Dani,Makanan & Minuman,74,unknown,11995354,19044177,Lazada,410,Belum Terdaftar,2013,442328,408000000,410,,,0.270203976,19044177,19044177,,4619330,11995353.57
28828760,UD. Ulfa Gunawan,Perusahaan,41,21,5250399,18270339,Tokopedia,571,Belum Terdaftar,2009,-2156312,186000000,571,,,0.57784853,18270339,18270339,,15186523,5250398.652
28828761,UD. Diyan Asih,Fashion,96,56,4990577,19291159,Shopee,731,Belum Terdaftar,2015,39319885,456000000,731,,,0.723514764,19291159,19291159,,15106769,4990576.825
28828762,UD. Pardi Purnama,Fashion,38,92,13456603,19152387,Shopee,154,Belum Terdaftar,2004,20995410,390000000,154,,,0.29365525,19152387,19152387,,21793719,13456603.23
28828763,UD. Rian Rejo,Fashion,69,53,7807078,19094115,Tokopedia,625,Belum Terdaftar,2005,6052995,366000000,625,,,0.842484449,19094115,19094115,,11162848,7807078.482
28828764,UD. Jasmin Selaras,Fashion,55,3,13126266,18757097,Tokopedia,424,Belum Terdaftar,2019,6724140,174000000,424,,,0.171224206,18757097,18757097,,11018397,13126265.77
28828765,UD. Ojan Cahaya,Fashion,46,64,9423913,18872142,Lazada,65,Belum Terdaftar,2019,2061664,330000000,65,,,0.957523257,18872142,18872142,,8191377,9423912.994
28828766,UD. Uli Cerah,Fashion,37,47,7367774,19647718,Tokopedia,883,Belum Terdaftar,2004,8794394,252000000,883,,,0.090052644,19647718,19647718,,6334281,7367773.822
28828767,UD. Nindy Ilir,Makanan & Minuman,,22,14670396,18039976,Website Sendiri,808,Belum Terdaftar,2019,12520622,117000000,808,,,0.493856625,18039976,18039976,,8591883,14670395.53
28828768,UD. Ovan Utama,Makanan & Minuman,1,22,7332871,19626305,Shopee,813,Belum Terdaftar,2018,34634108,69000000,813,,,0.68195487,19626305,19626305,,9304324,7332871.477
28828769,UD. Grego Jatinagara,Fashion,53,5,11700870,18848473,Tokopedia,796,Belum Terdaftar,2008,32255256,174000000,796,,,0.821842773,18848473,18848473,,10975453,11700870.42
28828770,UD. Livia Sanjaya,Perusahaan,80,68,8928202,18305925,Website Sendiri,326,Belum Terdaftar,2016,6619045,444000000,326,,,0.735854038,18305925,18305925,,12972567,8928202.433
28828771,UD. Alvino Asih,Makanan & Minuman,87,63,11386869,18657124,Tokopedia,425,Belum Terdaftar,2005,778691,450000000,425,,,0.937154855,18657124,18657124,,5383278,11386869.01
28828772,UD. Ulfa Persada,Fashion,29,86,11491894,18077341,Bukalapak,346,Belum Terdaftar,2000,-3963947,345000000,346,,,0.576173129,18077341,18077341,,4764557,11491894.4
28828773,UD. Eddy Sudharmo Pandu,Perusahaan,87,70,12643716,19080631,Website Sendiri,353,Belum Terdaftar,2012,14632567,471000000,353,,,0.636694374,19080631,19080631,,12512293,12643715.54
28828774,UD. Isna Sasmita,Fashion,3,4,5706454,18906356,Shopee,246,Belum Terdaftar,2020,16216036,21000000,246,,,0.545376744,18906356,18906356,,5512551,5706454.408
28828775,UD. Yola Puri,Perusahaan,6,32,6331055,19232700,Shopee,497,Belum Terdaftar,2013,12745917,114000000,497,,,0.042008656,19232700,19232700,,9436121,6331055.368
28828776,UD. Wulan Wetan Andi,Makanan & Minuman,78,25,11673749,18170291,Bukalapak,653,Belum Terdaftar,2018,14249893,309000000,653,,,0.527676038,18170291,18170291,,12661120,11673748.67
28828777,UD. Mira Mayang,Perusahaan,56,58,6185537,19972759,Website Sendiri,334,Belum Terdaftar,2020,21146488,342000000,334,,,0.755851333,19972759,19972759,,18332307,6185537.194
28828778,UD. Farid Indah,Perusahaan,29,84,5320993,18590048,Website Sendiri,509,Belum Terdaftar,2013,5958946,339000000,509,,,0.578193756,18590048,18590048,,3209467,5320992.514
28828779,UD. Mirna Harmoni Dina,Fashion,92,33,10217001,19593585,Lazada,894,Belum Terdaftar,2013,30745822,375000000,894,,,0.334332494,19593585,19593585,,4396482,10217000.56
28828780,UD. Celsi Dewangga,Makanan & Minuman,43,25,11674849,19136249,Tokopedia,824,Belum Terdaftar,2007,1409841,204000000,824,,,0.224300755,19136249,19136249,,14204487,11674848.59
28828781,UD. Elsa Kencana,Makanan & Minuman,76,73,7456781,18016982,Website Sendiri,520,Belum Terdaftar,2007,32342790,447000000,520,,,0.585447156,18016982,18016982,,5206066,7456781.321
28828782,UD. Erni Bratadikara,Fashion,28,65,10770634,19169777,Lazada,644,Belum Terdaftar,2024,39242374,279000000,644,,,0.899466513,19169777,19169777,,7002788,10770634.31
unknown,UD. Berlian Utama,Perusahaan,89,19,10966130,18106867,Bukalapak,509,Belum Terdaftar,2019,41965056,324000000,509,,,0.279500395,18106867,18106867,,9383579,10966130.25
28828784,UD. Oki Kusen,Perusahaan,35,13,8535246,19038964,Bukalapak,50,Belum Terdaftar,2017,37871090,144000000,50,,,0.546341378,19038964,19038964,,8748340,8535245.756
28828785,UD. Chika Utama,Makanan & Minuman,98,70,15130371,19531568,Bukalapak,,Belum Terdaftar,2012,27266731,504000000,394,,,0.587066356,19531568,19531568,,50085,15130370.6
28828786,UD. Chiko Sidarta,Perusahaan,47,73,14163108,18816956,Lazada,611,Belum Terdaftar,2023,42612659,360000000,611,,,0.163897369,18816956,18816956,,10334612,14163108.33
28828787,UD. Silvi Cahyaningrat Inten,Fashion,18,94,8798914,19456235,Shopee,435,Belum Terdaftar,2023,32096672,336000000,435,,,0.164075889,19456235,19456235,,8781461,8798913.721
28828788,UD. Pipit Alam,Perusahaan,,7,6617895,19404634,Bukalapak,716,Belum Terdaftar,2008,43033459,207000000,716,,,0.839564832,19404634,19404634,,6144563,6617895.261
28828789,UD. Diva Sahaja,Makanan & Minuman,1,57,9039175,19365292,Lazada,544,Belum Terdaftar,2022,698666,174000000,544,,,0.833663254,19365292,19365292,,5994575,9039174.782
28828790,UD. Rafif Wening,Makanan & Minuman,13,0,16587524,18737271,Lazada,278,Belum Terdaftar,2009,34522601,39000000,278,,,0.51317287,18737271,18737271,,16840793,16587524.29
28828791,UD. Novi Ilir,Perusahaan,79,92,13614313,11607611,Tokopedia,735,Belum Terdaftar,2012,11711439,513000000,735,,,0.959159328,11607611,11607611,,2670197,5223424.95
28828792,UD. Aldo Jaya,Makanan & Minuman,99,30,5319719,19419028,Bukalapak,744,Belum Terdaftar,2007,8696800,387000000,744,,,0.69842509,19419028,19419028,,15445005,5319718.535
28828793,UD. Rafi Suryaputra,Fashion,94,7,10584692,18230076,Shopee,326,Belum Terdaftar,2006,26722790,303000000,326,,,0.482118204,18230076,18230076,,1121889,10584692.1
28828794,UD. Nindy Sukarela,Perusahaan,34,79,6650841,19682570,Lazada,337,Belum Terdaftar,2013,8501565,339000000,337,,,0.690993093,19682570,19682570,,13282115,6650840.724
28828795,UD. Zahra Tunggal,Fashion,85,82,11255349,19923863,Shopee,423,Belum Terdaftar,2005,38646655,501000000,423,,,0.005563333,19923863,19923863,,7922892,11255348.9
28828796,UD. Halim Wiraatmaja,Makanan & Minuman,20,89,13689143,18941137,Shopee,183,Belum Terdaftar,2021,2867745,327000000,183,,,0.611474057,18941137,18941137,,14690168,13689143.23
28828797,UD. Tegar Kusuma,Perusahaan,91,59,13100793,18011910,Bukalapak,981,Belum Terdaftar,2008,40071808,450000000,981,,,0.676394815,18011910,18011910,,2188905,13100792.73
28828798,UD. Fikri Resaputra,Makanan & Minuman,16,61,10834683,18981776,Bukalapak,95,Belum Terdaftar,2020,7534793,231000000,95,,,0.98767914,18981776,18981776,,7196988,10834682.84
28828799,UD. Candra Paseban,Makanan & Minuman,81,9,12041806,18709835,Tokopedia,308,Belum Terdaftar,2023,31836670,270000000,308,,,0.693845557,18709835,18709835,,5982027,12041806.46
28828800,UD. Elyas Adyatma,Perusahaan,31,17,5006978,18307741,Shopee,24,Belum Terdaftar,2010,29683252,144000000,24,,,0.223749931,18307741,18307741,,12868717,5006977.901
28828801,UD. Zulkarnaen Sumringah,Makanan & Minuman,22,65,10343172,19594409,Shopee,551,Belum Terdaftar,2024,42110081,261000000,551,,,0.606854037,19594409,19594409,,1247269,10343172.41
28828802,UD. Yasir Satria Jibril,Fashion,5,92,10530170,18492696,Lazada,453,Belum Terdaftar,2021,22232521,291000000,453,,,0.659659117,18492696,18492696,,7778984,10530170.23
28828803,UD. Winda Raharja,Makanan & Minuman,28,65,9821181,19389435,Lazada,929,Belum Terdaftar,2012,2465841,279000000,929,,,0.85495512,19389435,19389435,,13603664,9821181.086
28828804,UD. Ayesha Sanjaya Muthia,Fashion,62,51,4788070,18446643,Lazada,122,Belum Terdaftar,2012,22070946,339000000,122,,,0.162335378,18446643,18446643,,3561206,4788069.915
28828805,UD. Zidan Nirbayu,Perusahaan,69,66,6315500,18603430,Shopee,648,Belum Terdaftar,2021,7503433,405000000,648,,,0.185643864,18603430,18603430,,17598857,6315500.157
28828806,UD. Gani Haji,Fashion,96,87,9708642,19468465,Tokopedia,34,Belum Terdaftar,2013,33991177,549000000,34,,,0.859525521,19468465,19468465,,2140110,9708642.211
28828807,UD. Nando Jagadmaya,Makanan & Minuman,95,8,13333806,19200328,Website Sendiri,830,Belum Terdaftar,2016,46788483,309000000,830,,,0.954594774,19200328,19200328,,9621124,13333805.78
28828808,UD. Zara Resaputra,Fashion,80,47,8105230,19411390,Lazada,963,Belum Terdaftar,2014,10033154,381000000,963,,,0.274842359,19411390,19411390,,7584157,8105230.273
28828809,UD. Yasir Rejo,Fashion,3,59,7526606,18349036,Website Sendiri,523,Belum Terdaftar,2008,2594262,186000000,523,,,0.725702589,18349036,18349036,,12013891,7526606.407
28828810,UD. Berlian Prana Riko,Makanan & Minuman,57,77,10623805,18182708,Tokopedia,74,Belum Terdaftar,2008,38581717,402000000,74,,,0.381917784,18182708,18182708,,10190417,10623804.69
28828811,UD. Ujang Pelangi,Perusahaan,30,51,14267463,18360300,Shopee,861,Belum Terdaftar,2019,28866084,243000000,861,,,0.280996238,18360300,18360300,,4779029,14267462.53
28828812,UD. Chintya Sudarsana,Makanan & Minuman,21,42,5334211,19492355,Website Sendiri,950,Belum Terdaftar,2002,-1219721,189000000,950,,,0.677691319,19492355,19492355,,6404656,5334211.288
28828813,UD. Elva Kusuma,Makanan & Minuman,26,74,5181124,18224345,Bukalapak,181,Belum Terdaftar,2018,-661580,300000000,181,,,0.164573534,18224345,18224345,,5456514,5181123.9
28828814,UD. Fikri Yudhistira,Makanan & Minuman,84,49,9982764,19305001,Shopee,163,Belum Terdaftar,2017,8799409,399000000,163,,,0.978543643,19305001,19305001,,10071371,9982763.72
28828815,UD. Erlin Bratadikara,Makanan & Minuman,83,,4695408,18530062,Bukalapak,401,Belum Terdaftar,2007,28878655,510000000,401,,,0.32985725,18530062,18530062,,11646691,4695407.745
28828816,UD. Eni Tirtaatmaja,Makanan & Minuman,97,13,6115086,19551679,Tokopedia,92,Belum Terdaftar,2017,17350191,330000000,92,,,0.037408378,19551679,19551679,,14333193,6115086.477
28828817,UD. Delia Gunawan,Fashion,86,17,9878566,19577749,Website Sendiri,168,Belum Terdaftar,2014,2847001,309000000,168,,,0.679177055,19577749,19577749,,10918730,9878565.543
28828818,UD. Bayu Abdi,Perusahaan,15,99,5846320,18853850,Website Sendiri,344,Belum Terdaftar,2010,-5100800,342000000,,,,0.255931917,18853850,18853850,,7113000,5846320.251
28828819,UD. Adinda Hilir,Perusahaan,5,76,7123488,19177980,Tokopedia,627,Belum Terdaftar,2006,10813985,243000000,627,,,0.500191902,19177980,19177980,,1372312,7123488.399
28828820,UD. Qais Kawiswara Ujang,Fashion,79,33,7277907,19682269,Tokopedia,829,Belum Terdaftar,2020,36046453,336000000,829,,,0.682733114,19682269,19682269,,2354593,7277907.339
28828821,UD. Naufal Gita,Perusahaan,6,82,7693598,19213238,Shopee,779,Belum Terdaftar,2021,4246082,264000000,779,,,0.927052448,19213238,19213238,,7261205,7693597.612
28828822,UD. Qanita Utama,Perusahaan,13,40,4970502,19776649,Tokopedia,971,Belum Terdaftar,2023,46040070,159000000,971,,,0.749137756,19776649,19776649,,10092925,4970501.942
28828823,UD. Tari Hilir,Makanan & Minuman,2,74,9171452,18763915,Lazada,571,Belum Terdaftar,2020,-7008318,228000000,571,,,0.028476568,18763915,18763915,,2962392,9171451.729
28828824,UD. Lono Mulyo,Perusahaan,96,48,6917842,19652620,Bukalapak,387,Belum Terdaftar,2011,25729736,432000000,387,,,0.032822638,19652620,19652620,,9116545,6917842.202
