omset,tahun_berdiri,kapasitas_produksi_mod
17447446,2002,1539
15942796,2014,1206
17600465,2017,1432
16741097,2010,1725
16130156,2005,1993
16103216,2016,1600
17972315,2004,1260
15604146,2009,1565
15409334,2010,1768
15859048,2021,1272
16950476,2007,1517
15557462,2002,1432
16791845,2022,1297
16799855,,1749
17636364,2005,1585
16593945,2000,1657
17478172,2022,1322
17152789,2014,1439
15570821,2023,1644
16304897,2021,1383
16068215,2016,2003
15758211,2007,1326
15050780,2001,1445
17759706,2024,1942
16968479,2014,1111
15895756,2015,927
15315674,2016,955
16636236,2021,1925
17900614,2020,1467
15939762,2004,2240
15990143,2005,1297
15961661,2005,1522
17019953,2010,2056
16890636,2007,2188
15603181,2014,2048
15684321,2013,1802
15938872,2024,1774
15783945,2007,1628
16968773,2000,1808
16235683,2013,1322
17202009,2015,1321
16352456,2023,1502
17496442,2007,1556
17600764,2019,1473
16465793,2023,1730
17316988,2018,1902
17730277,2002,1662
15989268,2024,1918
15058384,2022,1048
16149417,2021,1424
17268869,2014,1359
15594820,2017,874
15279542,2024,1377
16921381,2016,1518
17097569,2000,2056
16042940,2023,1666
15871390,2018,1148
15466883,2008,1969
16476207,2022,1894
19561336,2015,2012
7591774,2009,631
10740432,2006,749
28714136,2015,2495
26982853,2009,3003
12934507,2009,1674
8250919,2016,1043
10136810,2011,805
18036000,2016,1291
11150670,2022,1044
6074078,2024,231
27857815,2017,2742
28040485,2006,2540
7954764,2011,617
5674913,2007,232
16822084,2017,1709
10898149,2016,862
18835656,2014,1337
11116906,2010,325
28506859,2011,2640
14189309,2006,1793
13703382,2016,1705
13269680,2014,1089
14970156,2001,1197
21089533,2004,2126
18075899,2013,1334
12801008,2002,1245
11279435,2020,1207
8930161,2007,1056
20215888,2014,1832
18859961,2004,1670
5768980,2002,357
1200909,2017,50
14434406,2004,1257
8325888,2000,817
16755703,2015,1828
25824767,2021,2048
8797248,2013,1095
23058638,2004,2029
4706113,2024,397
14844491,2010,1145
24618476,2013,1264
28557048,2011,3078
27517289,2011,2899
8487001,2004,702
15876886,2009,1478
9165485,2002,932
11495422,2007,664
9202698,2023,714
6208403,2016,679
6584235,2023,358
13436252,2010,1306
13127998,2024,838
15911727,2015,1602
15172174,2020,1381
13736374,2010,814
15443685,2020,1762
9033325,2023,656
21299208,2016,1666
13117702,2017,1250
7868278,2024,922
17634025,2021,1293
27337112,2009,2571
11168267,2018,1114
1696187,2005,192
15110797,2008,1437
25298210,2006,2192
7212644,2012,485
11044190,2024,1021
23113128,2014,1713
8839089,2022,188
14631681,2000,1465
13852055,2008,1515
11547267,2019,473
1509431,2017,50
3844874,2014,405
19737159,2024,2553
9772543,2009,885
8737957,2004,633
18628641,2001,1656
20918855,2008,2445
5481827,2014,370
26546904,2012,2110
13677360,2006,1118
9088100,2022,615
6606702,2000,602
14073700,2004,1739
11058896,2019,1078
10770164,2004,916
4659061,2022,353
29176780,2021,1961
25348650,2022,2735
10415356,2019,923
10496118,2016,907
8465125,2006,1400
9518281,2016,921
24207170,2021,1934
10667521,2000,866
14691091,2001,1674
10947620,2012,1018
7693941,2018,409
28551416,2002,3094
14934425,2011,1175
13366640,2009,1723
10650269,2012,1213
19878460,2006,1677
20505444,2024,2364
23556830,2017,2212
18350680,2019,1979
14240480,2021,1439
23636140,2023,1847
9844003,2005,745
24741959,2013,2733
5894301,2021,457
25262264,2021,2173
13231330,2003,953
16734195,2006,1672
14129740,2012,1867
17041748,2012,1228
6212498,2005,547
6680601,2016,838
14693184,2006,1323
19350333,2012,1945
10342458,2016,693
8375443,2021,834
9802957,2014,842
12900592,2010,1434
2204345,2017,302
10053443,2010,1485
18705509,2020,1923
12906687,2000,1262
2479924,2010,213
3266252,2022,218
11095080,2000,1086
5676316,2006,444
14047576,2007,1332
14842710,2019,1740
12627674,2002,891
12295589,2011,1408
11026852,2016,1310
7820852,2022,673
11875568,2017,553
12166695,2019,954
8186721,2019,987
9029529,2007,805
14893815,2001,1076
11160533,2018,891
12850957,2015,1391
18669981,2016,1908
10114522,2006,859
25458214,2023,2206
25614564,2017,2209
5390633,2017,318
11227956,2000,1404
28766849,2016,2524
18412948,2019,2108
16698977,2003,2013
17877522,2007,1976
3185447,2019,201
10157205,2003,1007
11258220,2024,1015
4558731,2005,253
7724573,2012,748
23730649,2016,1719
10122411,2006,1179
4129007,2011,280
2151100,2023,182
20335006,2003,1983
6951327,2002,566
13933080,2013,1436
25061961,2016,2124
21831399,2007,2355
12718210,2024,810
9660728,2010,897
5609859,2011,802
27484432,2016,2096
14198789,2009,1110
8828175,2008,897
25948949,2003,2490
1828582,2019,167
3172220,2019,319
9015923,2021,941
14912259,2015,1688
5026652,2012,494
14328934,2001,1244
18012941,2017,1883
10594964,2019,1396
25581362,2019,2319
9240345,2016,623
14822638,2008,1677
21397407,2001,1935
15769330,2022,794
9185218,2017,1004
6300296,2007,459
6454414,2011,550
25310136,2005,2494
16248956,2012,1552
4102999,2023,445
20216019,2022,1711
9504393,2022,965
3925270,2010,291
4129843,2007,451
8925060,2024,928
15927798,2023,1179
13203714,2020,1494
6024472,2018,435
9888491,2013,1070
5162642,2024,501
18646496,2023,2345
20090472,2013,1776
7758766,2011,623
8432805,2015,749
5165296,2021,397
13952629,2017,1497
24207810,2002,1574
6723383,2016,404
21405824,2006,1578
10884244,2023,1208
12053896,2009,1524
9202491,2022,804
18637334,2022,1662
27120616,2019,2554
15784130,2008,1799
10610095,2001,745
16440271,2015,1585
29296840,2019,3201
27077424,2007,2746
24225951,2007,2327
13838093,2014,1540
3866982,2024,50
11763867,2017,1236
6073827,2011,420
9200622,2015,439
7819134,2023,794
14686059,2005,1738
7484815,2002,638
13425853,2022,1482
13397307,2017,1656
13565342,2001,1595
1137753,2017,230
10644620,2002,1134
22757414,2006,2139
11854889,2001,680
11825576,2021,1014
14782276,2012,1112
7754692,2007,1106
17819637,2023,1584
26418911,2019,2511
12767268,2019,1307
11702281,2001,1074
5605178,2016,761
29228884,2015,2420
1368922,2020,105
23661847,2014,1892
9628728,2012,580
17469782,2015,1410
27436339,2009,2535
19379597,2024,1639
14309495,2003,1115
28192388,2011,1963
25192628,2014,2304
20095624,2010,1316
10290299,2010,1101
1821230,2016,137
6537764,2000,318
6567495,2011,523
4747613,2019,291
3427667,2017,322
5227996,2019,661
14559923,2002,800
1959755,2013,154
18619027,2002,1663
10726485,2002,1126
10786782,2016,1026
19157868,2006,1507
21526105,2019,1872
15670956,2006,1200
28762030,2002,3191
11781234,2024,1076
5972557,2016,839
7436580,2020,648
14380636,2015,1117
11985473,2024,712
6253145,2017,238
19076187,2024,1213
19603470,2009,1905
29192948,2022,2964
6768257,2006,314
14884010,2003,1623
9279986,2002,731
21846914,2013,2079
26971188,2005,3239
25303077,2000,2736
8840965,2002,737
9457792,2008,659
8722956,2003,340
8607917,2019,624
14375088,2021,1256
17977975,2013,1330
3754562,2023,293
11216259,2002,1035
17584586,2024,1546
14354556,2007,1131
12552123,2008,1187
25007708,2020,2511
13956817,2012,975
10809235,2022,1308
7443207,2010,641
1624378,2021,111
10759666,2017,1138
24623125,2018,2384
14339647,2011,1581
25887507,2005,2531
15844013,2007,1270
11304318,2002,1112
9148243,2014,580
5921765,2016,534
28408049,2021,2628
16509894,2013,1453
29743575,2008,2707
9929789,2010,478
29922317,2002,2516
9583532,2008,882
21957980,2002,2095
2459010,2017,65
8808580,2018,1050
8882721,2003,616
9101332,2005,1020
11494804,2008,1147
6231237,2011,434
7822223,2001,1038
26247664,2008,1910
26645951,2024,2890
10157320,2009,1141
9342958,2023,696
10841645,2011,1307
19459103,2021,1709
14744740,2019,1434
12750638,2001,1230
11819555,2020,1041
9245653,2011,1002
10059674,2006,1085
25810007,2017,1633
24637928,2001,2837
24351658,2021,1566
24205645,2005,2675
29990170,2000,3351
11082837,2018,745
18225297,2017,1543
12187620,2015,830
12175223,2005,1053
8041384,2016,656
11738813,2003,1258
9677350,2019,1157
14826222,2016,1761
17329943,2023,1414
12508553,2011,1085
27097020,2010,1754
5128248,2006,315
18813349,2008,2066
12695493,2010,1575
11845292,2015,771
11616244,2009,910
19922859,2014,1831
14279297,2018,1385
26649625,2006,2114
12035711,2003,1200
15157527,2018,1251
8351164,2010,743
29738202,2011,3038
28703798,2002,2675
10399211,2003,840
7045599,2017,602
8688821,2014,760
3182684,2022,209
3357113,2000,239
8235553,2021,1052
12828713,2021,1316
29843233,2018,2634
15921370,2001,1673
7784540,2024,628
11463979,2017,1325
4535846,2015,439
5219890,2016,432
9850153,2018,986
4377520,2019,140
27876032,2022,2069
8376282,2009,509
12915873,2010,1215
1378493,2003,268
14298520,2014,1935
5128841,2006,540
26946697,2013,2732
5708480,2024,200
13191983,2013,1060
26087132,2024,2077
24556040,2013,2018
1040679,2011,50
8581122,2024,672
21377303,2019,1232
4436888,2021,485
17313334,2000,1248
11772588,2019,1128
10040716,2018,1368
11338344,2021,807
22396930,2021,1085
10047305,2005,842
9055948,2024,1043
25232140,2012,3185
10497824,2013,667
23405916,2015,2372
7003659,2005,534
14618384,2000,1309
5283577,2005,874
9587371,2001,537
5414555,2019,508
11462852,2002,1153
6724045,2014,785
4179105,2009,365
11540809,2017,1123
9163709,2017,740
14332108,2011,1387
4254896,2005,308
24433761,2000,2528
1857303,2019,90
8651447,2019,851
6942634,2016,607
9849678,2009,1136
29753675,2008,2746
24331968,2019,1518
12952151,2013,1512
15068616,2017,1117
15095189,2022,1193
1649357,2014,50
23426613,2010,2729
16832410,2000,875
17289020,2015,2601
16520612,2010,1847
16185693,2001,1556
16517692,2012,1501
15167613,2002,1474
17270439,2019,1757
15812680,2001,1646
17488118,2022,1791
16437252,2023,1539
17191835,2021,1519
17035878,2000,1519
15110188,2012,1328
16121717,2019,1828
17138735,2020,1767
15433085,2020,544
17333077,2011,1807
17324670,2007,1658
15795948,2019,1445
15791241,2019,1333
15821425,2007,1792
16512597,2003,1813
15583559,2012,1200
16066418,2021,1600
13666094,2019,984
17488696,2016,1163
16833953,2003,1351
15834206,2006,1714
17076131,2000,1875
17939178,2015,1823
16990933,2009,1794
15856740,2007,1612
17555505,2016,1408
16942951,2001,1696
15201671,2011,1629
16770503,2022,1780
17618728,2019,2010
17205105,2018,1811
16144914,2020,1591
17732931,2020,1984
16490019,2002,1508
17159562,2000,1297
16182479,2019,1437
17598582,2005,1378
15480675,2019,1220
17858782,2014,1598
16090632,2016,1236
17332940,2001,1496
16323298,2015,916
16128790,2023,1547
16670357,2019,1533
17264792,2011,1327
15066483,2002,1573
15416298,2001,1692
16894703,2005,1046
17508732,2005,1365
15688444,2019,1209
15954307,2003,1180
17701766,2009,1902
16198097,2019,1429
15597392,2002,1352
15454421,2000,823
15947220,2008,1657
17689607,2024,1224
16313313,2022,1518
15617223,2018,1516
17676204,2017,2073
16997555,2019,1148
15263517,2010,512
16083751,2008,1534
16785270,2024,2111
17954028,2006,2064
15142849,2003,1450
17329654,2024,1437
15126502,2005,1623
17765852,2012,1317
16725366,2015,1688
15174504,2001,1539
15532832,2020,1741
16144608,2019,2328
17013697,2017,1690
16214894,2001,1334
15949034,2012,1457
17443142,,1033
17811205,2005,1413
17180360,2008,1450
15447208,2008,1262
15583423,2009,1476
16571267,2005,1267
16942216,2000,1914
17505884,2002,1612
15705874,2001,1439
17999516,unknown,1550
16493032,2016,1564
15787525,2003,1698
15885091,2000,1196
16526924,2011,1315
17366565,2015,1501
16204324,2012,1076
15202450,2002,1154
16472856,2019,1366
15219957,2005,1652
16223952,2015,1571
17614977,2010,1686
17500140,2012,1888
15992592,2000,1427
17601569,2000,1748
17310951,2013,1560
17215797,2021,1670
16223738,2008,1312
16856168,2021,781
16036488,2017,1432
16048797,2014,1908
15769207,2001,1726
15991891,2001,1762
17413938,2020,2003
15709455,2000,1469
15084483,2004,1440
15457238,2023,1235
15500358,2008,1328
16143515,2022,1672
15179604,2017,1745
16173013,2011,1443
16740333,2013,1398
17660589,2004,1627
15817068,2019,1634
15055489,2018,960
15642914,2022,749
16561139,2001,1351
17462508,2003,1212
16451956,2007,1355
16847485,2001,1503
16641383,2020,1388
15286857,2005,1830
16458441,2014,1614
16364009,2007,1597
15650934,2011,1623
15934920,2017,1118
15050858,unknown,1682
15280149,2009,1379
17718119,2008,1852
17276007,2010,1246
17926253,2007,1139
15862326,2001,1704
16778236,2008,1662
15814783,2014,1180
15804988,2008,1189
15612307,2005,1769
17742113,2013,1245
15468302,2007,1907
15284184,2014,1137
17594350,2018,1828
15053423,2014,1284
15788309,2022,1631
15191682,2015,1234
16794806,2014,1494
17636982,2004,1638
15531547,2010,1127
17085202,2004,1808
15502908,2022,1270
16853788,2016,1478
17266094,2017,1270
17246869,2009,765
16848415,2014,1490
16726261,2020,2296
17358965,2005,1851
16449104,2015,1506
15361837,2011,1332
16639365,2005,1537
16504923,2005,1687
16228025,2011,1128
15978058,2014,1806
17678415,2001,1862
17471702,2024,1842
17547895,2012,1759
16949318,2011,1566
16752161,2002,1752
16161486,2024,1666
16272066,2023,1386
15224828,2013,1228
16515222,2000,1550
17377467,2014,2100
15263459,2010,1035
17234536,2005,1116
15416112,2024,1463
17831128,2019,1660
17346767,2017,1653
16042750,2004,1548
16103401,2011,1411
15344491,2011,1847
17161724,2020,1067
17741538,2017,1363
15495099,2014,1391
17538173,2001,1081
15413088,2007,1362
15140943,2014,1874
16751985,2024,1547
16368690,2016,1576
16990312,2005,1163
15151519,2021,1209
17811493,2022,1518
17161645,2005,1478
16537948,2013,1920
16051525,2016,1644
15614872,2005,1101
15905915,2019,1535
17542556,2000,1777
16330722,2015,1853
15692133,2005,1914
16323508,2018,1187
16388855,2003,1256
16187316,,1102
17713796,2023,1555
17830311,2002,1796
15144470,2010,1677
17663953,2019,1602
17353373,2018,1494
15916336,2023,1508
15674171,2018,1188
17895956,2015,2338
16623564,2018,1026
16401266,,1565
15079313,2018,1972
17614618,2020,1625
17617818,2019,1561
16229735,2013,1381
16658743,2011,1475
15515951,2000,1832
17310561,2010,882
15901454,2010,1924
17955682,2022,1184
16614755,2021,1444
16712656,2016,1402
17226855,2009,1774
17037478,2003,1059
17797074,2024,1791
15638377,2022,2041
16854815,2018,1120
15576687,2022,1486
17575297,2013,1403
16352021,2016,1634
15715150,2020,1448
17204172,2016,1378
15865191,2019,1604
16187820,2017,2041
16048414,,1416
16292934,2017,1719
16551634,2021,1119
17422141,2023,1295
15579410,2024,1571
17123947,2005,2050
16080483,2018,1586
17351001,2018,1496
17332187,2018,1595
15591473,2012,1058
15793532,2018,1632
15303910,2011,1664
16223790,2024,1352
17493079,2003,1458
15194312,2014,1471
16016847,2001,1338
16948144,2022,1538
16978806,2014,2229
15598777,2019,1358
15108554,2003,1281
17203291,2020,1376
17389207,2016,1841
17312198,2021,1535
17694954,2014,1418
16280542,2019,1903
16275685,2007,1933
17246932,2022,1395
16018729,2013,903
15978604,2009,1774
17038269,2013,1350
15785340,2000,1687
17782453,2024,991
17895867,2013,1943
15067996,2024,1028
17678777,2016,1867
15228542,2007,1401
15762948,2013,1160
16888714,2016,1425
17333829,2023,1817
17174392,2016,1615
15166557,2009,1562
15558198,2017,2017
16599746,2002,1038
17529024,2009,2140
17671930,2010,1662
16709794,2019,1255
16692481,2015,1118
15418980,2016,1359
15218135,2023,1666
16907556,2014,1515
15520136,2017,1874
17485233,2008,1140
15086308,2019,1380
15970058,2005,1086
17004042,2012,1680
16849227,2008,1830
17523147,2015,1477
16519128,2000,708
17548310,2002,1681
16063231,2021,1609
15402988,2022,1533
16615547,2013,1914
15648514,2024,1116
15117003,2003,1585
15119043,2022,1734
15816910,2014,916
15905248,2014,1557
17064221,2007,1410
16683504,2004,1509
17144169,2009,1689
17445376,2009,1449
17797566,2017,1418
15703928,2012,1452
16051712,2012,1143
16617404,2018,1189
16334999,2015,1711
17148075,2016,1211
16762935,2022,1751
16080675,2022,1618
16558454,2014,985
16471365,2016,1304
17890711,2009,2042
17388098,2023,1284
15144056,2019,1253
17947184,2007,1807
15348817,2024,1639
15001453,2013,1302
16908531,2000,1366
17583461,2023,2083
17333279,2012,2156
16643317,2017,1837
16270906,2003,1521
16874276,2003,1297
15690138,2014,1191
15650585,2001,1593
17124816,2011,1710
15761183,2000,1869
16767532,2013,1747
15779007,2017,996
16207571,2019,1812
16985422,2001,1246
15337046,2014,1294
15864037,2000,1532
17009193,2019,2199
16266269,2023,2452
17278411,2023,1786
16983522,2013,1504
17605804,2016,1796
17759249,2004,1927
17675515,2008,1523
16176461,2020,2036
17967301,2020,1732
17082310,2005,1731
15722588,2023,1643
16979486,2022,1696
15636105,2013,1686
17522927,2014,1413
16874437,2022,1376
15739946,2016,1114
17374931,2001,1742
15824403,2004,1688
17364461,2004,1746
15932750,2009,1971
15235438,2012,1396
15525020,2019,1624
15832857,2007,1124
16122720,2007,1363
13707743,2023,1442
17060131,2024,1840
15560731,2013,1340
15160662,unknown,1369
17309752,2011,1105
16925301,2015,1444
17971149,2014,1951
15650457,2012,1609
16594218,2012,1682
17857018,2007,1662
17310647,2003,1596
15706656,2013,1244
17991519,2015,1889
15476613,2015,1545
16559727,2007,1676
17894687,2001,1475
15695485,2019,795
17012047,2010,1914
16815792,2010,1396
17503437,2000,1332
16626816,2020,1746
17483998,2010,1483
17274305,2022,1931
15512815,2003,1607
15627499,2001,1639
16531382,2019,1095
15956447,2021,1833
16949735,2008,1642
17193744,2010,1464
15016865,2004,1418
15111037,2009,867
16082040,2008,1602
17806182,2002,1302
16379292,2002,1087
17879953,2003,1146
15198582,2014,1720
17916080,2015,1443
16179766,2015,1957
15555937,2014,1268
16356588,2017,976
15065524,2012,1056
15561243,2011,1796
16432869,unknown,1462
17587280,2012,1441
17038706,2023,1619
16005156,2003,1623
17035499,2023,1923
16456386,2021,1962
15980024,2011,1358
16393805,2004,1097
16304745,2024,1371
17709840,2001,1717
15069875,2007,1101
16331847,2024,1206
17172392,2023,1691
15307638,2004,1390
16549685,2007,1532
17351601,2014,1353
16264342,2017,1424
16720291,2011,1248
16828148,2008,1829
17952481,2001,1997
17126006,2000,986
16011483,2020,1188
17685553,2014,1140
15651731,2009,1242
17156254,2019,1552
16164897,2018,1041
15426845,2010,1142
17647074,2019,1298
17263751,2012,1656
15942161,2001,1485
15629873,2000,1219
15404299,2021,1466
17182324,2002,1406
17894427,2009,1559
16826854,2021,2075
16848281,2016,1973
17624326,2010,1199
8691085,2005,948
15635679,2017,1678
17007883,2014,1200
16680798,2004,1791
16907654,2012,2042
17575788,2021,1253
15920677,2002,1184
17322430,2014,1922
15942947,2009,1546
15369287,2004,1573
15236636,2022,1497
15637727,2019,1552
15074453,2001,995
16806187,2003,1876
15233284,2012,1740
17343977,2009,1523
15449011,2017,1405
15558506,2019,971
17142518,2000,1742
17690915,2022,1817
15210558,2011,1377
15629911,2012,1771
16357723,2003,1400
17965517,2005,1842
17443165,2008,1276
16796923,2004,1538
15090611,2013,1333
17475581,2001,1682
15097492,2017,1276
17204287,2015,1541
16124854,2008,1734
16808598,2020,1408
17930733,2023,1122
16920408,2020,2111
16912333,2001,1993
16228054,2019,1094
17818286,2003,1868
15766808,2014,1296
17807722,2014,1727
15871164,2004,1546
17261152,2008,1514
15784719,2000,1213
15751691,2015,1238
15482945,2022,1148
17443299,2023,1337
