omset,tahun_berdiri,kapasitas_produksi
17019953,2010,2230
16890636,2007,2613
15603181,2014,2143
15684321,2013,1884
15938872,2024,1724
15783945,2007,1118
16968773,2000,1990
16235683,2013,368
17202009,2015,592
16352456,2023,770
17496442,2007,911
17600764,2019,641
16465793,2023,1505
17316988,2018,1856
17730277,2002,1250
15989268,2024,1979
15058384,2022,134
16149417,2021,779
17268869,2014,753
15594820,2017,50
15279542,2024,731
16921381,2016,1081
17097569,2000,2018
16042940,2023,1597
15871390,2018,160
15466883,2008,2283
16476207,2022,1569
19561336,2015,1549
7591774,2009,303
10740432,2006,238
28714136,2015,1848
26982853,2009,2641
12934507,2009,2066
8250919,2016,1298
10136810,2011,515
18036000,2016,467
11150670,2022,577
6074078,2024,50
27857815,2017,2038
28040485,2006,1057
7954764,2011,180
5674913,2007,50
16822084,2017,1633
10898149,2016,475
18835656,2014,580
11116906,2010,50
28506859,2011,1189
14189309,2006,1872
13703382,2016,1628
13269680,2014,322
14970156,2001,353
21089533,2004,1656
18075899,2013,582
12801008,2002,1116
11279435,2020,1153
8930161,2007,1285
20215888,2014,1140
18859961,2004,1248
5768980,2002,50
1200909,2017,50
14434406,2004,938
8325888,2000,641
16755703,2015,1652
25824767,2021,651
8797248,2013,1320
23058638,2004,1572
4706113,2024,189
14844491,2010,618
24618476,2013,50
28557048,2011,2473
27517289,2011,2052
8487001,2004,445
15876886,2009,743
9165485,2002,827
11495422,2007,50
9202698,2023,159
6208403,2016,770
6584235,2023,50
13436252,2010,854
13127998,2024,50
15911727,2015,1324
15172174,2020,976
13736374,2010,50
15443685,2020,1563
9033325,2023,146
21299208,2016,493
13117702,2017,1091
7868278,2024,1094
17634025,2021,406
27337112,2009,1552
11168267,2018,989
1696187,2005,332
15110797,2008,1077
25298210,2006,1452
7212644,2012,112
11044190,2024,1100
23113128,2014,312
8839089,2022,50
14631681,2000,1007
13852055,2008,1539
11547267,2019,50
1509431,2017,50
3844874,2014,450
19737159,2024,2571
9772543,2009,454
8737957,2004,235
18628641,2001,1246
20918855,2008,2487
5481827,2014,50
26546904,2012,1262
13677360,2006,761
9088100,2022,50
6606702,2000,468
14073700,2004,2015
11058896,2019,936
10770164,2004,687
4659061,2022,95
29176780,2021,257
25348650,2022,2521
10415356,2019,727
10496118,2016,671
8465125,2006,2215
9518281,2016,727
24207170,2021,1081
10667521,2000,377
14691091,2001,1587
10947620,2012,621
7693941,2018,50
28551416,2002,3151
14934425,2011,329
13366640,2009,1742
10650269,2012,1348
19878460,2006,935
20505444,2024,2599
23556830,2017,1270
18350680,2019,1454
14240480,2021,1161
23636140,2023,330
9844003,2005,166
24741959,2013,2092
5894301,2021,148
25262264,2021,795
13231330,2003,426
16734195,2006,1171
14129740,2012,2130
17041748,2012,514
6212498,2005,417
6680601,2016,1052
14693184,2006,940
19350333,2012,1744
10342458,2016,187
8375443,2021,750
9802957,2014,624
12900592,2010,1385
2204345,2017,499
10053443,2010,3150
18705509,2020,1591
12906687,2000,1160
2479924,2010,167
3266252,2022,50
11095080,2000,1031
5676316,2006,160
14047576,2007,1174
14842710,2019,1996
12627674,2002,331
12295589,2011,1436
11026852,2016,1450
7820852,2022,512
11875568,2017,50
12166695,2019,431
8186721,2019,1255
9029529,2007,587
14893815,2001,497
11160533,2018,208
12850957,2015,1110
18669981,2016,1503
10114522,2006,436
25458214,2023,1460
25614564,2017,1296
5390633,2017,50
11227956,2000,1504
28766849,2016,1340
18412948,2019,1865
16698977,2003,2119
17877522,2007,1521
3185447,2019,50
10157205,2003,912
11258220,2024,534
4558731,2005,50
7724573,2012,1033
23730649,2016,50
10122411,2006,1215
4129007,2011,50
2151100,2023,175
20335006,2003,1597
6951327,2002,289
13933080,2013,1401
25061961,2016,1452
21831399,2007,1730
12718210,2024,181
9660728,2010,573
5609859,2011,1058
27484432,2016,192
14198789,2009,375
8828175,2008,824
25948949,2003,1578
1828582,2019,233
3172220,2019,380
9015923,2021,810
14912259,2015,1749
5026652,2012,538
14328934,2001,496
18012941,2017,1452
10594964,2019,1655
25581362,2019,1421
9240345,2016,68
14822638,2008,1507
21397407,2001,1322
15769330,2022,50
9185218,2017,1005
6300296,2007,53
6454414,2011,337
25310136,2005,1703
16248956,2012,1104
4102999,2023,568
20216019,2022,861
9504393,2022,667
3925270,2010,122
4129843,2007,567
8925060,2024,931
15927798,2023,329
13203714,2020,1337
6024472,2018,119
9888491,2013,1039
5162642,2024,543
18646496,2023,2600
20090472,2013,1177
7758766,2011,294
8432805,2015,449
5165296,2021,237
13952629,2017,1340
24207810,2002,454
6723383,2016,50
21405824,2006,81
10884244,2023,1247
12053896,2009,1521
9202491,2022,414
18637334,2022,898
27120616,2019,1942
15784130,2008,1733
10610095,2001,50
16440271,2015,1224
29296840,2019,2674
27077424,2007,2534
24225951,2007,1632
13838093,2014,1563
3866982,2024,50
11763867,2017,1205
6073827,2011,125
9200622,2015,50
7819134,2023,577
14686059,2005,1746
7484815,2002,428
13425853,2022,1198
13397307,2017,1755
13565342,2001,1846
1137753,2017,554
10644620,2002,1227
22757414,2006,1073
11854889,2001,50
11825576,2021,601
14782276,2012,339
7754692,2007,1616
17819637,2023,707
26418911,2019,2093
12767268,2019,1185
11702281,2001,625
5605178,2016,1117
29228884,2015,1057
1368922,2020,146
23661847,2014,681
9628728,2012,50
17469782,2015,698
27436339,2009,1265
19379597,2024,943
14309495,2003,258
28192388,2011,217
25192628,2014,1145
20095624,2010,50
10290299,2010,917
1821230,2016,129
6537764,2000,50
6567495,2011,252
4747613,2019,50
3427667,2017,335
5227996,2019,892
14559923,2002,50
1959755,2013,170
18619027,2002,1638
10726485,2002,1628
10786782,2016,676
19157868,2006,235
21526105,2019,1321
15670956,2006,588
28762030,2002,2431
11781234,2024,665
5972557,2016,1198
7436580,2020,454
14380636,2015,597
11985473,2024,50
6253145,2017,50
19076187,2024,50
19603470,2009,1310
29192948,2022,1770
6768257,2006,50
14884010,2003,1495
9279986,2002,423
21846914,2013,1092
26971188,2005,2915
25303077,2000,2133
8840965,2002,357
9457792,2008,208
8722956,2003,50
8607917,2019,67
14375088,2021,503
17977975,2013,86
3754562,2023,203
11216259,2002,692
17584586,2024,1040
14354556,2007,540
12552123,2008,688
25007708,2020,1590
13956817,2012,279
10809235,2022,1509
7443207,2010,364
1624378,2021,72
10759666,2017,844
24623125,2018,1509
14339647,2011,1218
25887507,2005,1579
15844013,2007,491
11304318,2002,727
9148243,2014,50
5921765,2016,479
28408049,2021,1772
16509894,2013,1108
29743575,2008,1500
9929789,2010,50
29922317,2002,920
9583532,2008,661
21957980,2002,1164
2459010,2017,50
8808580,2018,1293
8882721,2003,113
9101332,2005,1173
11494804,2008,862
6231237,2011,50
7822223,2001,1279
26247664,2008,655
26645951,2024,2551
10157320,2009,1296
9342958,2023,55
10841645,2011,2232
19459103,2021,861
14744740,2019,904
12750638,2001,926
11819555,2020,633
9245653,2011,845
10059674,2006,915
25810007,2017,50
24637928,2001,2584
24351658,2021,50
24205645,2005,2075
29990170,2000,2446
11082837,2018,243
18225297,2017,1086
12187620,2015,76
12175223,2005,821
8041384,2016,380
11738813,2003,969
9677350,2019,1128
14826222,2016,3019
17329943,2023,722
12508553,2011,780
27097020,2010,403
5128248,2006,50
18813349,2008,1555
12695493,2010,1586
11845292,2015,50
11616244,2009,228
19922859,2014,1116
14279297,2018,840
26649625,2006,516
12035711,2003,945
15157527,2018,511
8351164,2010,481
29738202,2011,2286
28703798,2002,2822
10399211,2003,549
7045599,2017,270
8688821,2014,349
3182684,2022,90
3357113,2000,101
8235553,2021,1343
12828713,2021,976
29843233,2018,1855
15921370,2001,1676
7784540,2024,342
11463979,2017,1189
4535846,2015,472
5219890,2016,317
9850153,2018,912
4377520,2019,50
27876032,2022,877
8376282,2009,50
12915873,2010,732
1378493,2003,613
14298520,2014,2164
5128841,2006,589
26946697,2013,2216
5708480,2024,50
13191983,2013,534
26087132,2024,1237
24556040,2013,622
1040679,2011,50
8581122,2024,230
21377303,2019,50
4436888,2021,516
17313334,2000,183
11772588,2019,644
10040716,2018,1874
11338344,2021,212
22396930,2021,50
10047305,2005,407
9055948,2024,1109
25232140,2012,3213
10497824,2013,50
23405916,2015,1815
7003659,2005,222
14618384,2000,641
5283577,2005,1403
9587371,2001,50
5414555,2019,357
11462852,2002,759
6724045,2014,822
4179105,2009,351
11540809,2017,1003
9163709,2017,379
14332108,2011,1255
4254896,2005,108
24433761,2000,2462
1857303,2019,50
8651447,2019,622
6942634,2016,432
9849678,2009,1137
29753675,2008,1883
24331968,2019,50
12952151,2013,1595
15068616,2017,187
15095189,2022,232
1649357,2014,50
23426613,2010,2938
16832410,2000,50
17289020,2015,3421
16520612,2010,1838
16185693,2001,1162
16517692,2012,733
15167613,2002,931
17270439,2019,1281
15812680,2001,1611
17488118,2022,1247
16437252,2023,1302
17191835,2021,909
17035878,2000,1051
15110188,2012,567
16121717,2019,1613
17138735,2020,1738
15433085,2020,50
17333077,2011,1386
17324670,2007,993
15795948,2019,726
15791241,2019,535
15821425,2007,1795
16512597,2003,1626
15583559,2012,448
16066418,2021,1026
13666094,2019,364
17488696,2016,238
16833953,2003,281
15834206,2006,1471
17076131,2000,1439
17939178,2015,1646
16990933,2009,1682
15856740,2007,1534
17555505,2016,427
16942951,2001,1298
15201671,2011,1271
16770503,2022,1461
17618728,2019,1936
17205105,2018,1264
16144914,2020,1338
17732931,2020,1874
16490019,2002,1170
17159562,2000,264
16182479,2019,1097
17598582,2005,838
15480675,2019,713
17858782,2014,1150
16090632,2016,607
17332940,2001,869
16323298,2015,50
16128790,2023,1220
16670357,2019,1132
17264792,2011,758
15066483,2002,1363
15416298,2001,1426
16894703,2005,50
17508732,2005,808
15688444,2019,242
15954307,2003,219
17701766,2009,1695
16198097,2019,648
15597392,2002,491
15454421,2000,50
15947220,2008,1603
17689607,2024,50
16313313,2022,981
15617223,2018,1274
17676204,2017,2341
16997555,2019,395
15263517,2010,50
16083751,2008,1355
16785270,2024,1994
17954028,2006,2149
15142849,2003,1127
17329654,2024,534
15126502,2005,1446
17765852,2012,124
16725366,2015,1565
15174504,2001,1743
15532832,2020,1716
16144608,2019,2667
17013697,2017,1122
16214894,2001,913
15949034,2012,1088
17443142,,69
17811205,2005,435
17180360,2008,534
15447208,2008,580
15583423,2009,1037
16571267,2005,229
16942216,2000,1955
17505884,2002,967
15705874,2001,761
17999516,unknown,734
16493032,2016,1138
15787525,2003,1637
15885091,2000,356
16526924,2011,552
17366565,2015,601
16204324,2012,292
15202450,2002,607
16472856,2019,1148
15219957,2005,1230
16223952,2015,1179
17614977,2010,1283
17500140,2012,1980
15992592,2000,1155
17601569,2000,1570
17310951,2013,696
17215797,2021,1508
16223738,2008,641
16856168,2021,50
16036488,2017,819
16048797,2014,1834
15769207,2001,1554
15991891,2001,1417
17413938,2020,1847
15709455,2000,1208
15084483,2004,786
15457238,2023,322
15500358,2008,511
16143515,2022,1337
15179604,2017,1981
16173013,2011,687
16740333,2013,477
17660589,2004,1329
15817068,2019,1577
15055489,2018,50
15642914,2022,50
16561139,2001,706
17462508,2003,342
16451956,2007,634
16847485,2001,1209
16641383,2020,411
15286857,2005,1738
16458441,2014,1156
16364009,2007,1163
15650934,2011,1599
15934920,2017,218
15050858,unknown,1342
15280149,2009,818
17718119,2008,1501
17276007,2010,564
17926253,2007,50
15862326,2001,1587
16778236,2008,1404
15814783,2014,494
15804988,2008,438
15612307,2005,1548
17742113,2013,444
15468302,2007,2159
15284184,2014,454
17594350,2018,1837
15053423,2014,853
15788309,2022,1546
15191682,2015,801
16794806,2014,685
17636982,2004,1090
15531547,2010,307
17085202,2004,1449
15502908,2022,778
16853788,2016,1013
17266094,2017,466
17246869,2009,50
16848415,2014,733
16726261,2020,2841
17358965,2005,1640
16449104,2015,865
15361837,2011,560
16639365,2005,1255
16504923,2005,1431
16228025,2011,354
15978058,2014,1747
17678415,2001,1405
17471702,2024,1467
17547895,2012,1298
16949318,2011,1324
16752161,2002,1181
16161486,2024,1662
16272066,2023,1017
15224828,2013,808
16515222,2000,1051
17377467,2014,2449
15263459,2010,50
17234536,2005,50
15416112,2024,884
17831128,2019,1398
17346767,2017,864
16042750,2004,1159
16103401,2011,569
15344491,2011,1797
17161724,2020,50
17741538,2017,697
15495099,2014,914
17538173,2001,125
15413088,2007,914
15140943,2014,2265
16751985,2024,1534
16368690,2016,1227
16990312,2005,178
15151519,2021,495
17811493,2022,1022
17161645,2005,897
16537948,2013,2068
16051525,2016,1513
15614872,2005,50
15905915,2019,1211
17542556,2000,1226
16330722,2015,1820
15692133,2005,2111
16323508,2018,574
16388855,2003,147
16187316,,50
17713796,2023,626
17830311,2002,1349
15144470,2010,2592
17663953,2019,1228
17353373,2018,964
15916336,2023,1289
15674171,2018,279
17895956,2015,2339
16623564,2018,50
16401266,,1324
15079313,2018,2366
17614618,2020,1192
17617818,2019,821
16229735,2013,660
16658743,2011,1718
15515951,2000,1609
17310561,2010,50
15901454,2010,1890
17955682,2022,50
16614755,2021,959
16712656,2016,603
17226855,2009,1596
17037478,2003,50
17797074,2024,1431
15638377,2022,2460
16854815,2018,104
15576687,2022,944
17575297,2013,729
16352021,2016,1331
15715150,2020,682
17204172,2016,828
15865191,2019,1312
16187820,2017,2430
16048414,,1057
16292934,2017,1445
16551634,2021,100
17422141,2023,308
15579410,2024,1226
17123947,2005,2331
16080483,2018,1378
17351001,2018,586
17332187,2018,1112
15591473,2012,376
15793532,2018,1414
15303910,2011,1665
16223790,2024,823
17493079,2003,620
15194312,2014,1019
16016847,2001,795
16948144,2022,974
16978806,2014,2551
15598777,2019,892
15108554,2003,823
17203291,2020,432
17389207,2016,1360
17312198,2021,782
17694954,2014,599
16280542,2019,1798
16275685,2007,1999
17246932,2022,331
16018729,2013,50
15978604,2009,1572
17038269,2013,562
15785340,2000,1441
17782453,2024,50
17895867,2013,1992
15067996,2024,50
17678777,2016,1711
15228542,2007,1158
15762948,2013,325
16888714,2016,959
17333829,2023,1301
17174392,2016,1106
15166557,2009,1275
15558198,2017,1986
16599746,2002,50
17529024,2009,2140
17671930,2010,1248
16709794,2019,640
16692481,2015,50
15418980,2016,705
15218135,2023,1495
16907556,2014,900
15520136,2017,2100
17485233,2008,50
15086308,2019,642
15970058,2005,228
17004042,2012,1518
16849227,2008,1647
17523147,2015,803
16519128,2000,50
17548310,2002,1023
16063231,2021,1112
15402988,2022,1158
16615547,2013,2120
15648514,2024,232
15117003,2003,1190
15119043,2022,1569
15816910,2014,50
15905248,2014,1245
17064221,2007,632
16683504,2004,882
17144169,2009,1320
17445376,2009,537
17797566,2017,309
15703928,2012,698
16051712,2012,78
16617404,2018,50
16334999,2015,1356
17148075,2016,384
16762935,2022,2397
16080675,2022,1349
16558454,2014,50
16471365,2016,391
17890711,2009,2199
17388098,2023,279
15144056,2019,549
17947184,2007,1358
15348817,2024,1222
15001453,2013,1482
16908531,2000,375
17583461,2023,1986
17333279,2012,2177
16643317,2017,1430
16270906,2003,834
16874276,2003,169
15690138,2014,266
15650585,2001,1500
17124816,2011,1229
15761183,2000,1682
16767532,2013,1554
15779007,2017,214
16207571,2019,1542
16985422,2001,181
15337046,2014,928
15864037,2000,940
17009193,2019,2445
16266269,2023,2970
17278411,2023,1744
16983522,2013,1188
17605804,2016,1647
17759249,2004,1597
17675515,2008,770
16176461,2020,2056
17967301,2020,1505
17082310,2005,1638
15722588,2023,1350
16979486,2022,1416
15636105,2013,1317
17522927,2014,569
16874437,2022,702
15739946,2016,138
17374931,2001,1272
15824403,2004,1195
17364461,2004,1565
15932750,2009,2323
15235438,2012,1170
15525020,2019,1505
15832857,2007,240
16122720,2007,570
13707743,2023,1504
17060131,2024,1685
15560731,2013,840
15160662,unknown,964
17309752,2011,171
16925301,2015,467
17971149,2014,1553
15650457,2012,1422
16594218,2012,1585
17857018,2007,1231
17310647,2003,993
15706656,2013,420
17991519,2015,1751
15476613,2015,1347
16559727,2007,1404
17894687,2001,558
15695485,2019,50
17012047,2010,1833
16815792,2010,852
17503437,2000,251
16626816,2020,1392
17483998,2010,1502
17274305,2022,1517
15512815,2003,1353
15627499,2001,1390
16531382,2019,194
15956447,2021,1660
16949735,2008,1033
17193744,2010,1037
15016865,2004,1036
15111037,2009,50
16082040,2008,1069
17806182,2002,643
16379292,2002,50
17879953,2003,50
15198582,2014,1607
17916080,2015,869
16179766,2015,2177
15555937,2014,630
16356588,2017,50
15065524,2012,377
15561243,2011,1735
16432869,unknown,1137
17587280,2012,660
17038706,2023,1259
16005156,2003,1057
17035499,2023,1969
16456386,2021,1900
15980024,2011,630
16393805,2004,50
16304745,2024,488
17709840,2001,1055
15069875,2007,178
16331847,2024,552
17172392,2023,1197
15307638,2004,1012
16549685,2007,770
17351601,2014,558
16264342,2017,809
16720291,2011,647
16828148,2008,1850
17952481,2001,1810
17126006,2000,50
16011483,2020,151
17685553,2014,50
15651731,2009,392
17156254,2019,879
16164897,2018,50
15426845,2010,434
17647074,2019,329
17263751,2012,1344
15942161,2001,1015
15629873,2000,221
15404299,2021,1175
17182324,2002,852
17894427,2009,1140
16826854,2021,2234
16848281,2016,2113
17624326,2010,281
8691085,2005,823
15635679,2017,1297
17007883,2014,50
16680798,2004,1469
16907654,2012,2087
17575788,2021,563
15920677,2002,294
17322430,2014,1914
15942947,2009,1255
15369287,2004,1128
15236636,2022,899
15637727,2019,1230
15074453,2001,141
16806187,2003,2051
15233284,2012,1614
17343977,2009,1128
15449011,2017,834
15558506,2019,50
17142518,2000,1459
17690915,2022,1195
15210558,2011,642
15629911,2012,1427
16357723,2003,677
17965517,2005,1655
17443165,2008,111
16796923,2004,1059
15090611,2013,677
17475581,2001,1402
15097492,2017,826
17204287,2015,1113
16124854,2008,1551
16808598,2020,574
17930733,2023,105
16920408,2020,2062
16912333,2001,1865
16228054,2019,50
17818286,2003,1688
15766808,2014,714
17807722,2014,1363
15871164,2004,1106
17261152,2008,622
15784719,2000,653
15751691,2015,723
15482945,2022,266
17443299,2023,508
15153014,2013,1042
8268022,2023,50
16160365,2009,1386
15114873,2006,1742
17708103,2015,482
16426778,2010,1387
17282628,2007,1417
15980715,2000,1274
15941120,2006,1120
15624962,2005,1694
16126354,2010,1075
15106972,2017,273
16358959,2019,1635
16525329,2007,2089
16239939,2015,333
15833856,2016,968
15742425,2020,1517
15278527,2003,638
16183462,2014,1732
15918531,,2672
15936414,2000,394
16261164,2015,240
15088432,2005,1309
17833186,2017,1582
16006521,2004,1079
17589754,2024,1841
17872402,2009,50
15553774,2016,1334
15692864,2022,592
17025170,2018,2323
16190829,2016,2330
15968281,2022,222
17863720,2009,462
15646660,2006,1719
17229450,2005,990
15944062,2008,1028
17587638,2010,1182
16827160,2011,50
15426679,2017,753
17118167,2005,496
17923539,2011,846
15870417,2010,1957
16275062,2015,50
15505691,2001,1731
16799313,2017,1024
16933845,2022,675
16917262,2012,1648
15481139,2011,1395
15525180,2019,1090
16509210,2023,1669
15466346,2012,684
15685919,2014,480
